,id,titles,recommendations,views,regdate,link,sentiments,contents,summary
24,824,건의 내용 취합하여 올립니다.,0,185,23.06.22,https://cafe.daum.net/umamusume-kor/ZaXF/824,0.9,"1. 건의 내용: 안녕하십니까, 먼저 늘 고생하시는 점에 대해 깊은 감사의 말씀 드립니다.게임을 즐기면서 건의할 사항이 생겨 개인적인 건의 내용을 취합해 올리게 됐습니다. 1) S22 안드로이드 13, 5G 핸드폰 기준으로 플레이 중이 아닐 때 알림이 오지 않습니다. 백그라운드 최적화 예외 설정은 해 놓았고, 플레이 중에는 알림이 오는데 플레이 중이 아닐 때 (즉 게임을 꺼놓은 상태에서) 알림이 오지 않습니다. 2) 다른 어플(예를 들면 디시 공앱)을 이용하다가 조금이라도 재사용이 늦어지면 바로 접속 해제됩니다. 3) 오늘 오전 8시경에도 그랬고 2023년 6월 9일 오전 10시 34분 기준, 아무것도 하지 않았으나(우마어시 등 각종 파생 어플도 활용한 적 없음) 튕기는 현상이 몇 번 발생했습니다. 4) ""아오하루배"" 시나리오에서 '데뷔전를'이라고 오타가 다시 발생했습니다. 수정 부탁드립니다. 항상 좋은 게임을 위해 노력해 주셔서 감사합니다.  2. 기타 첨부(스크린샷 / 동영상 등):  

","제안 사항: S22 안드로이드 13, 5G 핸드폰 기준으로 플레이 중이 아닐 때 알림이 오지 않고, 다른 어플을 사용하다가 재사용이 늦어지면 접속이 해제되고, 세션 중에도 튕김 현상이 발생하고, ""아오하루배"" 시나리오에 오타가 있습니다."
25,823,광고정책에 대해 궁금한게 있습니다,0,80,23.06.20,https://cafe.daum.net/umamusume-kor/ZaXF/823,-0.8,,건의: 새로운 음식 메뉴를 추가해주세요.
26,822,SSR 스태미너 브라이트 서포트 오류,0,99,23.06.20,https://cafe.daum.net/umamusume-kor/ZaXF/822,-0.5,"1. 건의 내용: SSR 스태미너 브라이트 무지개 발동 시, 상한 해방 및 레벨업 시 목소리 안 나오는 오류가 있는데 점검했는데도 불구하고 브라이트 서포트 관련해서는 단 한 번도 안 나와있습니다. 운영자님들 대충 점검하지 말아주세요. 2. 기타 첨부(스크린샷 / 동영상 등):  

","SSR 스태미너 브라이트 무지개 발동 시, 목소리 안 나오는 오류를 점검했지만 여전히 발생하고 있습니다. 브라이트 서포트 관련해서도 단 한 번도 해결되지 않았습니다. 운영자님들은 점검에 충분한 시간을 투자해주세요."
27,821,키타산 블랙 대사 번역을 하나로 통일 시켜주세요.,0,215,23.06.19,https://cafe.daum.net/umamusume-kor/ZaXF/821,0.3,"1. 건의 내용:  레이스 탭에 키타산 블랙을 세웠을 때는 '축제 아가씨'라고 하는데 픽업 대사에서는 '축제무스메'라고 나옵니다.축제 아가씨, 축제무스메 둘 다 발음이 '오마츠리 무스메'로 같은데, 딱히 큰 문제는 아니지만 그래도 혹시 모르니 '오마츠리 무스메'의 번역을 하나로 통일 했으면 합니다.그리고 늘 게임 운영에 힘 써주셔서 정말 감사합니다!  2. 기타 첨부(스크린샷 / 동영상 등):  

","레이스 탭의 픽업 대사에서 '축제 아가씨'와 '축제무스메'라는 표현이 혼용되고 있는데, 이를 '오마츠리 무스메'로 통일해주시면 감사하겠습니다. 추가로 게임 운영에 감사드립니다."
28,819,[베타] pc 클라이언트 건의 사항,0,131,23.06.18,https://cafe.daum.net/umamusume-kor/ZaXF/819,0.4,"1. 건의 내용:  먼저 pc 클라이언트를 만들어주서서 감사합니다. 사용중에  x를 눌어 한번에 꺼지네요 x 누를시 화면 닫기를 물어 보어 보는 기능이 있스면 좋겟습니다. --또한 키보드 사용 가능 하게 해주시면 안될까요? 나머지는 밑에 글에 나오니 패스 입니다.  2. 기타 첨부(스크린샷 / 동영상 등):  

","1. 사용자가 pc 클라이언트에서 ""x""를 누르면 한 번에 꺼지는 기능이 있으면 좋겠고, 키보드도 사용 가능하도록 해주세요.  
2. 첨부 파일 없음."
29,818,PC 클라이언트 전체 화면 기능 건의합니다.,0,120,23.06.18,https://cafe.daum.net/umamusume-kor/ZaXF/818,0.7,"1. 건의 내용: 라이브나 스토리등을 볼때 전체 화면으로 보고 싶은데 PC 클라이언트에는 전체 화면 기능을 지원을 안해서 못 보고 있습니다. 가능하다면 전체 화면 기능을 지원해 주면 좋겠습니다. 2. 기타 첨부(스크린샷 / 동영상 등):  

",PC 클라이언트에서는 라이브나 스토리 등을 전체 화면으로 볼 수 있는 기능을 제공해 주셨으면 좋겠습니다.
30,817,PC 클라이언트 사용 관련 건의 드립니다.,0,173,23.06.18,https://cafe.daum.net/umamusume-kor/ZaXF/817,0.8,"1. 건의 내용:  안녕하세요. PC 클라이어트 베타 출시 축하드립니다.  이번에 사용하면서 스마트폰과 다른 점이 몇몇개 적어보려 합니다.  1) 로그인 문제  - 이미 언급 되서 제외 2) 재 실행 시 기존 인게임 세팅 초기화 - 로그인만 초기화 되는게 아닌 모든 기초 설정들이 다 초기화 되는 것 같습니다.   렌탈 인자 선택 정렬   우마무스메 선택 정렬   데일리 레이스 정렬 등등    로그인과 똑같이 모든 설정이 초기화 되는 것 같으며 이 부분만이라도 초기화가 좀 개선 되었으면 좋겠습니다.   앱플레이어도 각각 설정이 따로따로 되기에 로그인 정보는 삭제해도 기본정보는 남겨도 상관 없을 것 같습니다. 3) 육성된 우마무스메 인자 확인 및 서포트 카드 정보 볼 경우 클릭 잘 안됨 현상  -  육성 시작시 우마무스메 인자를 선택할 때 리스트 상에서 꾹 누르면 인자 정보를 볼수 있는데     PC버전에서는 꾹 누르면 90% 정도가 인식을 하지 못합니다.      지금 방법은 먼저 인자를 선택하고 밖에 A,B 화면 나와있는 상태에서 눌러야 쉽게 들어가집니다.      상기 항목은 서포트 카드에서도 똑같습니다.    * 스마트폰 상태와 달라 정확한 핀포인트를 잡고 눌러야하는건지 안 눌러진다봐야합니다.    * 현재 이 문제점이 가장 먼저 개선 되어야하지 않을까 합니다.  4) 애니메이션 프레임 제한?  - 이벤트 스킵 기능으로 이벤트 넘어가는 부분은 빠르나 육성 우마무스메 애니매이션 모션은 30프레임으로 보입니다.    한쪽은 빠르나 한쪽은 30프레임으로 게임이 갑자기 확 느려지는 느낌으로 체감을 얻게 됩니다.    베터버전이기에 개선될 것으로 예상하나 리스트에 올려봅니다.   읽어주셔서 감사합니다.    2. 기타 첨부(스크린샷 / 동영상 등):  

","1. PC 클라이어트 베타 출시 축하드립니다. 로그인 문제를 제외하고 몇 가지 다른 점을 언급하고 싶습니다. 기존 인게임 세팅 초기화, 우마무스메 인자 확인 및 서포트 카드 정보 클릭이 잘 안되는 문제, 애니메이션 프레임 제한 등에 대한 개선 요청입니다."
31,816,pc 버전 인터페이스를 pc 버전답게 될까요,0,178,23.06.17,https://cafe.daum.net/umamusume-kor/ZaXF/816,0.9,"뉴트렉 시나리오가 아이템으로 시작해서 아이템으로 끝내버리는 시나리오라서상점에 있는 아이템 확인과 소지중인 아이템 숙지가 굉장히 중요한데요. 기억력 좋은 사람은 한 번 보고 안 까먹겠지만 저처럼 머리 나쁜 사람은상점 다시 확인한다고 계속 들락거리느라 육성기간도 엄청 길어지고육성피로도가 어마어마하네요. 지금까지는 퇴근하고 2~5육성을 매일 했었는데뉴트렉하고 나서 1육성도 겨우겨우 합니다.때문에 위와 같은 형태로 인터페이스가 바뀌면 정말 편할 것 같습니다. pc 클라 매우 만족스럽고 감사하게 생각하는데 인터페이스가휴대폰 인터페이스 그대로라 아쉽네요.    

",뉴트렉 시나리오의 인터페이스를 개선해 주시면 좋겠습니다. 상점에서 아이템 확인과 소지중인 아이템을 쉽게 파악할 수 있도록 변경해 주시면 육성기간과 피로도를 줄일 수 있을 것입니다.
32,815,pc클라 설정 초기화 되는거 베타라서 그런줄로만 알겠습니다요,0,102,23.06.17,https://cafe.daum.net/umamusume-kor/ZaXF/815,0.2,"1. 건의 내용: 로그인은 pc방서 자동로그인될까봐 일부러 할때마다 로그인하게 만드셧다고 들었는데 선택좀 할수있게 변경....해주시겠죠?아마도...요즘 누가 pc방을 가거니와 pc방에서 누가 말딸을 키나요 쉣... 그거말곤 정말 불만 엄슴니다요 나리  

",로그인 옵션을 선택할 수 있게 변경해주세요.
33,814,SR도 천장이 생기게해주세요,0,87,23.06.16,https://cafe.daum.net/umamusume-kor/ZaXF/814,-0.6,"1. 건의 내용:  SR도 천장 교환해주시면 안되는지 여쭈어봅니다. 2. 기타 첨부(스크린샷 / 동영상 등):  

",천장 교환에 대한 건의 및 추가 자료 제공 요청.
34,813,PC 클라이언트 프레임 설정 상향 요청,0,342,23.06.16,https://cafe.daum.net/umamusume-kor/ZaXF/813,0.1,"1. 건의 내용:  PC 클라이언트 프레임 설정 상향 요청  이번에 1주년 되면서 PC 클라이언트 도입 환영하고 정말 감사합니다. ^^ ( 구글 클라아니라서 다행이라고 생각했습니다. )  바로 소식듣고 설치했는데 앞으로 개선이 되었으면 좋겠습니다.  1.   프레임 상향요청  분명히 게임은 빠르지만 간간히 눈에서 끊기는 느낌이 들어서 프레임을 확인해보니 30~60프레임이 나옵니다.  요즘 스마트폰 화면 주사율(프레임)이 120프레임인데 30에서 60프레임으로 보니 진행하면서 간간히 끊기는 부분이 눈으로 느껴집니다.  향후 옵션에서 프레임 100이상 설정 선택(PC에따라 선택)이 가능했으면 좋겠습니다. ( 타 앱플레이어같은경우 설정이 가능합니다. ex 블루스택 240까지 가능 )  2. 로그인 유지 선택 해도 로그인 유지가 안되서 일부 검색 설정등이 초기화 됩니다.오늘 클라 5번이상 켜봤는데 로그인 유지 선택해도 매번 카카오로그인에서 아이디 비밀번호 입력 뜹니다.  로그인 유지 설정은 빠르게 수정 요청드립니다.   2. 기타 첨부(스크린샷 / 동영상 등):  

",PC 클라이언트 프레임 설정 상향 요청과 로그인 유지 설정 수정을 요청합니다.
35,812,핸드폰 호완 문제,0,103,23.06.16,https://cafe.daum.net/umamusume-kor/ZaXF/812,0.5,"1. 건의 내용: 핸드폰 호완 문제 현재 v10으로 잘 게임하던 사용자 입니다. 이번 업데이트를 통하여 사용이 불가능한 기기 가 있다는 내용의 공지가 없음에도 불가하고 게임에 접속을 할수 없습니다. 기기 호완때문에요.  공지 미숙에 문제이니 저같은 사람들을 위한 수동 패치나 어떠한 방법을 제시해주시길 바랍니다. 2. 기타 첨부(스크린샷 / 동영상 등):  

","핸드폰 호완 문제로 게임에 접속할 수 없는 사용자들을 위해 공지 없이 제한된 기기가 있는데, 이에 대한 수동 패치나 해결 방법을 제시해 주시길 요청합니다."
36,811,pc 클라이언트로 로그인 할때 일부 설정이 초기화 되지 않게 해주세요,0,93,23.06.15,https://cafe.daum.net/umamusume-kor/ZaXF/811,-0.7,,거부 근절을 위한 자가격리 근무 시스템 도입을 제안합니다.
37,810,PC 클라이언트가 항상 위에 표시 될수 있도록 체크같은 인터페이스를 추가해주세요,0,62,23.06.15,https://cafe.daum.net/umamusume-kor/ZaXF/810,-0.3,"1. 건의 내용:  우선 PC 클라이언트 출시해주셔서 정말 감사합니다 오늘 제가 PC 클라이언트로 실행해봤을때 불편한 점을 말씀드리면 보통 이 게임을 할때 PC화면를 킨 상태로 인터넷화면에  인벤이나 다른 사이트를 통해 이벤트 선택지를 띄운 상태로 실행을 많이 할겁니다 이때 게임이 항상위 상태가 아니다 보니 ALT+ TAB 이나 마우스 오버로 게임을 계속 선택해서  다시 올려야되는 번거러움이 있습니다 다음 PC 클라이언트 패치때 이점을 개선해주셨으면 좋겠습니다 2. 기타 첨부(스크린샷 / 동영상 등):  

",향후 PC 클라이언트 패치에서 게임 실행 중 인벤이나 다른 웹사이트를 통해 이벤트 선택지를 처리하는 번거로움을 개선해 주세요.
38,809,트레이너 휴식 공간 - 건의 게시판 안내,0,171,23.06.15,https://cafe.daum.net/umamusume-kor/ZaXF/809,-0.9,"안녕하세요. 트레이너님.CM게이트입니다.[건의 게시판]에서는 게임 및 서비스 개선을 위한 건의사항을 등록하실 수 있습니다.트레이너님들께서 등록해 주신 게시글들은 하나하나 읽고 확인하여 월~금 댓글로 답변해 드리며,건의해 주신 내용과 추가 진행 상황을 정리해 매월 공지로 안내드리겠습니다.❖ 답변 및 추가 안내 일정- 일일 댓글 응대: 월~금, 하루 1~2회 (10:00 ~ 19:00)- 월별 건의 안내: 매월 마지막 주 화요일* 확인 및 협의가 필요한 내용은 선 댓글 답변 후 월별 건의 안내를 통해 추가 안내드립니다.* 트레이너님의 소중한 의견은 매일 모니터링하며 검토하고 있으니 언제든 의견을 남겨주시기 바랍니다. ※ 참고사항- 게임 및 서비스 개선을 위한 건의사항이 아닌 경우 답변이 진행되지 않을 수 있습니다.- 중복되는 건의 게시글이 등록될 경우 동일한 안내가 진행되거나 추가 안내가 진행되지 않을 수 있습니다.- 욕설 · 비방 등이 포함되는 불건전 행위가 확인되는 경우 카페 운영정책에 따라 사전 통지없이 조치될 수 있는 점 참고 부탁드립니다.감사합니다. 

","트레이너님들은 [건의 게시판]에서 게임 및 서비스 개선을 위한 건의사항을 등록할 수 있으며, 게시글은 매월 정리하여 안내하고 응대는 월~금 하루 1~2회(10:00 ~ 19:00)로 제공됩니다. 주의할 점으로 중복된 건의사항이나 불건전한 행위가 발견되면 조치될 수 있으므로 참고해 주시기 바랍니다."
39,808,만일에 있을 1.5주년 행사에 관해서,0,155,23.06.13,https://cafe.daum.net/umamusume-kor/ZaXF/808,0.6,"1. 건의 내용: 날짜를 확인해보니 1.5주년이 12월 중순정도더라고요그 때면 AGF (애니메이션 게임 페스티벌)하고 겹치는 달이라가능성이 있는지 기대해봅니다2. 기타 첨부(스크린샷 / 동영상 등):  

",12월 중순에 1.5주년이 있는데 AGF (애니메이션 게임 페스티벌)과 겹칠 수 있는지 확인 부탁드립니다.
40,805,블루레이 발매처럼 위닝라이브 음반들도 발매해주세요,0,99,23.06.11,https://cafe.daum.net/umamusume-kor/ZaXF/805,-0.2,"1. 건의 내용: 블루레이 발매한 것처럼 위닝라이브 음반들도 발매 해주시면 좋을 거 같습니다 2. 기타 첨부(스크린샷 / 동영상 등):  

",위닝라이브 음반들도 블루레이 발매처럼 해주시면 좋을 것 같습니다.
41,804,타국 서버처럼 ID PW 저장되게 해주세요,0,162,23.06.11,https://cafe.daum.net/umamusume-kor/ZaXF/804,0.3,"1. 건의 내용: 키타산 리세때문에 깡통카계로 로그인을 해서 게임을 하고있는데 언제 날라갈지 모르는 무서움이 공존합니다 그렇기에 타국 서버처럼 UID에 비밀번호를 부여해서 그걸로도 로그인 될수있게 해주세요 제발요., 돈을 몇백을 질렀는데 갑자기 증발해버리면 진짜 눈물흘릴거같습닌다. 2. 기타 첨부(스크린샷 / 동영상 등):  

",키타산 리세 때문에 로그인 시 우려되는 깡통카계로의 대책으로 UID와 비밀번호를 이용한 로그인 옵션을 추가해주시기 바랍니다. 돈을 투자한 뒤 갑작스런 소실로 인한 피해를 방지해주세요.
42,801,기능 조기도입 관련 질문,0,153,23.06.08,https://cafe.daum.net/umamusume-kor/ZaXF/801,-0.5,"1. 건의 내용: 일본서버는 육성 종료후 다시 육성할려고 시나리오 선택 햇을때 이전번 육성에서 선택하엿던 부모인자, 서포트카드 렌탈이 그대로 등록되어잇던데 해당기능이 1주년 패치를 기준으로 도입될 예정이 잇나요? 2. 기타 첨부(스크린샷 / 동영상 등):  

",요약: 일본서버에서 육성 재개 시 이전에 선택한 부모인자와 서포트카드 렌탈이 그대로 등록되는 기능이 1주년 패치 이후 도입될 예정인가요?
43,800,패키지 상품 만들어주세요,2,254,23.06.08,https://cafe.daum.net/umamusume-kor/ZaXF/800,0.8,"1. 건의 내용:  주간 및 월간 패키지 상품을 만들어주세요! 다른 게임들 같은 경우 주간 및 월간 패키지가 있습니다.  대표적으로 블루아카이브라는 게임이 있는데 천장 시스템은 우마무스메와 같은 200 뽑기 후 뽑기 재화를 통해 교환하여 캐릭터를 얻습니다.  하지만 과금 부담감은 상당히 차이가 납니다. 블루아카이브 같은 경우 연령이 어린 10, 20대 초반 친구들 같은 경우도 많이 즐기는 이유가 패키지에 있다고 해도 과언이 아니죠. 반대로 우마무스메 같은 경우 패키지 상품이 없어서  효율성 없어보이는 뽑기 재화 상품들을 구매해야 되는데 이게 상당히 부담도 되고 10, 20대 그리고 30대 이상 분들이 보기에도  그런 상품을 주기적으로 구매하기보다는 성능 우마무스메나 서포트 카드가 나올 때만 과금하게되고, 더 이상 과금하기 부담스럽습니다. 그래서 우마무스메가 앞으로 출시하는 게임 또는 현재 경쟁하고 있는 타게임들과에서 경쟁력이 생기려면 패키지 상품이 필요하다 생각합니다 패키지 상품이 나온다 해서 매출이 줄어들 수있다 생각하신다면 그건 너무 짧게 생각하는게 아닌게 싶습니다. 마트나 편의점드에서 할인 상품 또는 1+1 같은 미끼 상품을 내놓는다 매출이 줄어드는게 아닙니다. 편의점 같은 경우 1+1 상품도 사고 다른 상품도 같이 한두개 사게 되니 결국에는 더 이득을 남기게 됩니다. 그러니 주기적으로 구매할 수 있는 월간 주간 패키지 상품이 추가되면 유저 입장에서도 운영팀 입장에서도 좋을듯합니다 블루아카이브나 다른 게임 커뮤티에서 우마무스메 과금 상품 의견을 봤을때 현재 우마무스메 과금 상품은 접근성을 떨어진다고 보는게 맞는거 같습니다. 부디 영업팀 분들과 의견 조율이 잘되어서 패키지 상품이 추가 되면 좋겠습니다. 2. 기타 첨부(스크린샷 / 동영상 등): 초보자 패키지초보자 패키지 2월정액 패키지 2종월정액 패키지 3월간 패키지 주간 패키지자세한 패키지 설명 및 분석은 https://gall.dcinside.com/m/projectmx/4937347블루아카 과금가이드 v2 - 블루 아카이브 마이너 갤러리안내사항1. 해당 글은 블루아카이브 한국 서버의 패키지 상품을 다루었으며, 일본 서버와는 가격 또는 구성이 일부 상이할 수 있으므로 유의할 것2. 해당 글은 글 하단의 최종 작성일을 기준으로gall.dcinside.com확인하시고 분석해서 비슷한 효율의 패키지 상품을 주시면 좋겠습니다

","게임 내에 주간 및 월간 패키지 상품을 추가해주세요. 기존의 상품은 부담이 크고 효율성이 떨어지기 때문에, 패키지 상품이 필요합니다. 패키지 상품을 추가하면 매출이 줄어들지 않을 뿐더러 유저와 운영팀 양쪽 모두에게 좋을 것입니다. 패키지 상품에 대한 자세한 설명과 분석은 링크를 참고해주세요."
44,799,6월 1주차 건의사항에 대한 안내,1,367,23.06.07,https://cafe.daum.net/umamusume-kor/ZaXF/799,0.7,"안녕하세요. 트레이너님.CM게이트입니다. 6월 1주차(5월 30일 ~ 6월 6일) 건의 게시판으로 등록해 주신 의견에 대해다시 한번 정리하여 답변드립니다. 게임 개선을 위한 건의사항이라 판단하기 어려운 내용은 답변이 제외되며, 오류 제보는 별도로 오류 게시판을 통해 안내해 드리겠습니다.  [업데이트]•홈 화면에서 확인할 수 있는 공식카페 화면을 더 키워주세요.말씀해주신 인게임 내 공식 카페 노출 화면 크기 조정에 관해 확인해 보겠습니다. •사진 찍기 기능을 조기도입 해주세요.말씀해 주신 기능의 조기 도입 여부에 대해 확답드리기 어렵지만, 가능 여부를 확인할 수 있도록 하겠습니다. •PC 버전 클라이언트 출시가 늦을것 같습니다, 구글 플레이 버전 출시를 건의합니다.현재 PC 버전 클라이언트는 안정성을 중점으로 개발이 진행되고 있으며,내부에서 다양한 테스트가 진행되고 있습니다. 이후, Google Play 게임즈에서의 플레이 지원 또한 검토가 진행될 수 있으나,가능 여부에 대해서는 확답을 드리기 어려운 점 참고 부탁드립니다.[기타]•오프라인 행사 진행 시 행사 지역과 거리가 먼 분들을 위해 관련 공지를 더 빠르게 올려주세요.건의해 주신 내용은 이후 오프라인 행사 진행 시에도 적극 참고할 수 있도록 하겠습니다.추가로, 6월 9일 진행 예정인 1st Anniversary 상세 공지사항은 6월 2일 [공지사항]을 통해 안내드렸습니다. •사전예약 보상으로 이모티콘을 배포해주시거나 판매 부탁드립니다.카카오게임즈는 게임 사업 이외에는 권리가 없어, 게임 외 콘텐츠에 대한 주도적인 진행은 어려운 점 양해 부탁드립니다.   우마무스메 프리티 더비에 많은 관심과 사랑을 보내주시는 트레이너님들께 진심으로 감사드리며소중한 의견들은 꼼꼼히 확인하여 더 좋은 모습 보여드리기 위해 최선을 다하겠습니다. 추가로 공식 카페 일부 게시판 조정 안내 공지에서 안내해드린 내용과 같이 건의 게시판의 건의 감소로 본 건의사항 안내 공지 주기가 주 1회에서 월 1회로 변경됩니다.  트레이너님의 소중한 의견은 매일 확인하여 검토하고 있으며댓글 안내는 변함없이 월~금 1일 1회 진행되오니, 이후로도 소중한 의견 전달 부탁드립니다. 감사합니다.

","6월 1주차 건의사항에 대한 답변을 드립니다. 홈 화면에서 공식카페 화면 크기를 늘리는 것과 사진 찍기 기능 도입 여부에 대해서 확인할 것이며, PC 버전 클라이언트 출시와 오프라인 행사에 대한 공지를 개선할 것입니다. 이모티콘 배포나 판매는 카카오게임즈의 권한에 따라 어려울 수 있으며, 건의 게시판의 주기가 월 1회로 변경될 예정입니다. 감사합니다."
45,798,1주년 오프라인 페스티벌 행사 관련 건의입니다,0,141,23.06.06,https://cafe.daum.net/umamusume-kor/ZaXF/798,-0.4,"1. 건의 내용: 우마무스메를 일본서버에서 부터 지금까지 쭉 플레이 해온 코스튬 플레이어입니다공지사항에 올려져있는 1주년 오프라인 행사글을 천천히 살펴 보았습니다개최하는 행사 규모에 비해 입장하는 인원수가 많을 수 있기에 혼잡할 수도 있고, 만약 입장시간이 10시부터이며, 야외에서 해당시간까지 대기를 해야 하게 된다면, 입장 이전시간까지 유저분들이 뙤약볕에서 기다리셔야 하는 상황이 될 수 있고, 현재 더운 날씨이기 때문에 사고 방지차원에서 2가지의 건의글을 쓰게 되었습니다 1. 야외쪽에서 입장대기를 하게 되면, 최소한 얼음물 지급 or 천막 설치를 부탁드리겠습니다 2. 유저분들이 줄을 잘 지켜주시리라 믿지만, 만일을 위해 인원통제를 철저하게 부탁드리고 싶습니다 만일에 대비해 혹시나 인원통제 서포팅이 필요하시게 된다면 비록 코스튬 복장으로 가게 되지만 적극적으로 서포팅 하겠습니다2. 기타 첨부(스크린샷 / 동영상 등):  

","1. 우마무스메 일본서버 코스튬 플레이어로서 1주년 오프라인 행사의 혼잡 문제에 대한 건의사항입니다. 야외에서 대기하는 경우, 얼음물 지급이나 천막 설치를 요청하며, 줄을 지키기 위한 인원통제에 대한 서포트를 요청합니다."
46,797,구글 플레이버전 안내주시나요,0,175,23.06.06,https://cafe.daum.net/umamusume-kor/ZaXF/797,-0.1,"PC버전 올해 내에도 안나올거같은데 걍 렉이 덜한 구글 플레이나 후딱 만들어서 내는게 낫지 않을까요

",올해에 PC 버전이 출시되지 않을 것 같으므로 구글 플레이 버전을 빨리 출시하는 것이 좋을 것 같습니다.
47,796,사진찍기 기능 추가 건의,0,148,23.06.06,https://cafe.daum.net/umamusume-kor/ZaXF/796,0.6,"1. 건의 내용:  2. 기타 첨부(스크린샷 / 동영상 등): 예시들 

","1. 건의 내용과 함께 기타 첨부자료(스크린샷, 동영상 등)도 함께 제출해주세요."
48,795,크기 조절,0,62,23.06.06,https://cafe.daum.net/umamusume-kor/ZaXF/795,0.4,"홈 화면에서 편지 버튼(?)을 눌렀을 때 나오는 화면을 크게 해주세요

","""홈 화면에서 편지 버튼을 눌렀을 때 더 큰 화면으로 표시되도록 변경해주세요."""
49,794,이모티콘 주세요,0,97,23.06.05,https://cafe.daum.net/umamusume-kor/ZaXF/794,0.5,"1. 건의 내용: 사전예약 보상으로 이모티콘주세요 아니면 좀 팔던가!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 2. 기타 첨부(스크린샷 / 동영상 등):  

",사전예약 보상으로 이모티콘을 제공하거나 팔아주세요.
